Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
1.23889,19.5,Rat2,Male,565.59,0.334,0.02
1.24444,20.4,Rat2,Male,565.59,0.334,0.02
1.25,15.2,Rat2,Male,565.59,0.334,0.02
1.25556,12.6,Rat2,Male,565.59,0.334,0.02
1.26111,13.4,Rat2,Male,565.59,0.334,0.02
1.26667,9.13,Rat2,Male,565.59,0.334,0.02
1.27222,20.4,Rat2,Male,565.59,0.334,0.02
1.27778,9.12,Rat2,Male,565.59,0.334,0.02
1.28333,12.6,Rat2,Male,565.59,0.334,0.02
1.28889,16.9,Rat2,Male,565.59,0.334,0.02
1.29444,11.7,Rat2,Male,565.59,0.334,0.02
1.3,7.42,Rat2,Male,565.59,0.334,0.02
1.30556,19.5,Rat2,Male,565.59,0.334,0.02
1.31111,13.4,Rat2,Male,565.59,0.334,0.02
1.31667,13.4,Rat2,Male,565.59,0.334,0.02
1.32222,22.2,Rat2,Male,565.59,0.334,0.02
1.32778,24,Rat2,Male,565.59,0.334,0.02
1.33333,16,Rat2,Male,565.59,0.334,0.02
1.33889,20.4,Rat2,Male,565.59,0.334,0.02
1.34444,26.6,Rat2,Male,565.59,0.334,0.02
1.35,7.43,Rat2,Male,565.59,0.334,0.02
1.35556,8.29,Rat2,Male,565.59,0.334,0.02
1.36111,13.5,Rat2,Male,565.59,0.334,0.02
1.36667,9.14,Rat2,Male,565.59,0.334,0.02
1.37222,17.8,Rat2,Male,565.59,0.334,0.02
1.37778,9.14,Rat2,Male,565.59,0.334,0.02
1.38333,17.8,Rat2,Male,565.59,0.334,0.02
1.38889,11.7,Rat2,Male,565.59,0.334,0.02
1.39444,16.1,Rat2,Male,565.59,0.334,0.02
1.4,14.3,Rat2,Male,565.59,0.334,0.02
1.40556,16.9,Rat2,Male,565.59,0.334,0.02
1.41111,5.73,Rat2,Male,565.59,0.334,0.02
1.41667,21.3,Rat2,Male,565.59,0.334,0.02
1.42222,4.88,Rat2,Male,565.59,0.334,0.02
1.42778,13.4,Rat2,Male,565.59,0.334,0.02
1.43333,12.6,Rat2,Male,565.59,0.334,0.02
1.43889,15.2,Rat2,Male,565.59,0.334,0.02
1.44444,14.3,Rat2,Male,565.59,0.334,0.02
1.45,19.6,Rat2,Male,565.59,0.334,0.02
1.45556,9.15,Rat2,Male,565.59,0.334,0.02
1.46111,16.9,Rat2,Male,565.59,0.334,0.02
1.46667,11.7,Rat2,Male,565.59,0.334,0.02
1.47222,4.89,Rat2,Male,565.59,0.334,0.02
1.47778,3.21,Rat2,Male,565.59,0.334,0.02
1.48333,10,Rat2,Male,565.59,0.334,0.02
1.48889,14.3,Rat2,Male,565.59,0.334,0.02
1.49444,7.44,Rat2,Male,565.59,0.334,0.02
1.5,14.3,Rat2,Male,565.59,0.334,0.02
1.50556,12.6,Rat2,Male,565.59,0.334,0.02
1.51111,0.69,Rat2,Male,565.59,0.334,0.02
1.51667,4.9,Rat2,Male,565.59,0.334,0.02
1.52222,13.5,Rat2,Male,565.59,0.334,0.02
1.52778,3.21,Rat2,Male,565.59,0.334,0.02
1.53333,12.6,Rat2,Male,565.59,0.334,0.02
1.53889,18.7,Rat2,Male,565.59,0.334,0.02
1.54444,16.9,Rat2,Male,565.59,0.334,0.02
1.55,6.6,Rat2,Male,565.59,0.334,0.02
1.55556,4.9,Rat2,Male,565.59,0.334,0.02
1.56111,10,Rat2,Male,565.59,0.334,0.02
1.56667,12.6,Rat2,Male,565.59,0.334,0.02
1.57222,10,Rat2,Male,565.59,0.334,0.02
1.57778,12.6,Rat2,Male,565.59,0.334,0.02
1.58333,13.5,Rat2,Male,565.59,0.334,0.02
1.58889,12.6,Rat2,Male,565.59,0.334,0.02
1.59444,17.8,Rat2,Male,565.59,0.334,0.02
1.6,12.6,Rat2,Male,565.59,0.334,0.02
1.60556,11.7,Rat2,Male,565.59,0.334,0.02
1.61111,12.6,Rat2,Male,565.59,0.334,0.02
1.61667,10.9,Rat2,Male,565.59,0.334,0.02
1.62222,10.9,Rat2,Male,565.59,0.334,0.02
1.62778,1.53,Rat2,Male,565.59,0.334,0.02
1.63333,16.1,Rat2,Male,565.59,0.334,0.02
1.63889,22.2,Rat2,Male,565.59,0.334,0.02
1.64444,7.45,Rat2,Male,565.59,0.334,0.02
1.65,14.3,Rat2,Male,565.59,0.334,0.02
1.65556,9.16,Rat2,Male,565.59,0.334,0.02
1.66111,16.1,Rat2,Male,565.59,0.334,0.02
1.66667,17.8,Rat2,Male,565.59,0.334,0.02
1.67222,8.32,Rat2,Male,565.59,0.334,0.02
1.67778,5.76,Rat2,Male,565.59,0.334,0.02
1.68333,18.7,Rat2,Male,565.59,0.334,0.02
1.68889,10.9,Rat2,Male,565.59,0.334,0.02
1.69444,6.61,Rat2,Male,565.59,0.334,0.02
1.7,8.32,Rat2,Male,565.59,0.334,0.02
1.70556,14.3,Rat2,Male,565.59,0.334,0.02
1.71111,3.22,Rat2,Male,565.59,0.334,0.02
1.71667,8.31,Rat2,Male,565.59,0.334,0.02
1.72222,10.9,Rat2,Male,565.59,0.334,0.02
1.72778,-2.63,Rat2,Male,565.59,0.334,0.02
1.73333,14.4,Rat2,Male,565.59,0.334,0.02
1.73889,10.9,Rat2,Male,565.59,0.334,0.02
1.74444,8.32,Rat2,Male,565.59,0.334,0.02
1.75,0.71,Rat2,Male,565.59,0.334,0.02
1.75556,9.17,Rat2,Male,565.59,0.334,0.02
1.76111,14.3,Rat2,Male,565.59,0.334,0.02
1.76667,1.55,Rat2,Male,565.59,0.334,0.02
1.77222,6.62,Rat2,Male,565.59,0.334,0.02
1.77778,10,Rat2,Male,565.59,0.334,0.02
1.78333,1.55,Rat2,Male,565.59,0.334,0.02
1.78889,6.62,Rat2,Male,565.59,0.334,0.02
1.79444,16.1,Rat2,Male,565.59,0.334,0.02
1.8,4.08,Rat2,Male,565.59,0.334,0.02
1.80556,11.8,Rat2,Male,565.59,0.334,0.02
1.81111,5.77,Rat2,Male,565.59,0.334,0.02
1.81667,2.39,Rat2,Male,565.59,0.334,0.02
1.82222,8.33,Rat2,Male,565.59,0.334,0.02
1.82778,6.62,Rat2,Male,565.59,0.334,0.02
1.83333,14.4,Rat2,Male,565.59,0.334,0.02
1.83889,11.8,Rat2,Male,565.59,0.334,0.02
1.84444,1.55,Rat2,Male,565.59,0.334,0.02
1.85,15.2,Rat2,Male,565.59,0.334,0.02
1.85556,13.5,Rat2,Male,565.59,0.334,0.02
1.86111,10,Rat2,Male,565.59,0.334,0.02
1.86667,1.56,Rat2,Male,565.59,0.334,0.02
1.87222,1.56,Rat2,Male,565.59,0.334,0.02
1.87778,5.78,Rat2,Male,565.59,0.334,0.02
1.88333,7.48,Rat2,Male,565.59,0.334,0.02
1.88889,11.8,Rat2,Male,565.59,0.334,0.02
1.89444,4.93,Rat2,Male,565.59,0.334,0.02
1.9,10,Rat2,Male,565.59,0.334,0.02
1.90556,5.78,Rat2,Male,565.59,0.334,0.02
1.91111,12.6,Rat2,Male,565.59,0.334,0.02
1.91667,1.56,Rat2,Male,565.59,0.334,0.02
1.92222,7.49,Rat2,Male,565.59,0.334,0.02
1.92778,7.49,Rat2,Male,565.59,0.334,0.02
1.93333,13.5,Rat2,Male,565.59,0.334,0.02
1.93889,3.25,Rat2,Male,565.59,0.334,0.02
1.94444,2.41,Rat2,Male,565.59,0.334,0.02
1.95,1.57,Rat2,Male,565.59,0.334,0.02
1.95556,7.48,Rat2,Male,565.59,0.334,0.02
1.96111,1.57,Rat2,Male,565.59,0.334,0.02
1.96667,8.34,Rat2,Male,565.59,0.334,0.02
1.97222,10.9,Rat2,Male,565.59,0.334,0.02
1.97778,4.09,Rat2,Male,565.59,0.334,0.02
1.98333,0.73,Rat2,Male,565.59,0.334,0.02
1.98889,5.79,Rat2,Male,565.59,0.334,0.02
1.99444,-1.77,Rat2,Male,565.59,0.334,0.02
2,1.57,Rat2,Male,565.59,0.334,0.02
2.00556,8.34,Rat2,Male,565.59,0.334,0.02
2.01111,4.94,Rat2,Male,565.59,0.334,0.02
2.01667,10.9,Rat2,Male,565.59,0.334,0.02
2.02222,8.35,Rat2,Male,565.59,0.334,0.02
2.02778,4.94,Rat2,Male,565.59,0.334,0.02
2.03333,6.64,Rat2,Male,565.59,0.334,0.02
2.03889,8.34,Rat2,Male,565.59,0.334,0.02
2.04444,5.79,Rat2,Male,565.59,0.334,0.02
2.05,-1.77,Rat2,Male,565.59,0.334,0.02
2.05556,5.8,Rat2,Male,565.59,0.334,0.02
2.06111,-3.43,Rat2,Male,565.59,0.334,0.02
2.06667,5.8,Rat2,Male,565.59,0.334,0.02
2.07222,12.6,Rat2,Male,565.59,0.334,0.02
2.07778,4.09,Rat2,Male,565.59,0.334,0.02
2.08333,0.74,Rat2,Male,565.59,0.334,0.02
2.08889,10.9,Rat2,Male,565.59,0.334,0.02
2.09444,10.1,Rat2,Male,565.59,0.334,0.02
2.1,8.35,Rat2,Male,565.59,0.334,0.02
0,0.56,Rat3,Male,565.59,0.319,0.02
0.00666667,5.82,Rat3,Male,565.59,0.319,0.02
0.0133333,8.55,Rat3,Male,565.59,0.319,0.02
0.02,143,Rat3,Male,565.59,0.319,0.02
0.0266667,237,Rat3,Male,565.59,0.319,0.02
0.0333333,144,Rat3,Male,565.59,0.319,0.02
0.04,91.7,Rat3,Male,565.59,0.319,0.02
0.0466667,87.3,Rat3,Male,565.59,0.319,0.02
0.0533333,68.2,Rat3,Male,565.59,0.319,0.02
0.06,74.5,Rat3,Male,565.59,0.319,0.02
0.0666667,72.3,Rat3,Male,565.59,0.319,0.02
0.0733333,65.1,Rat3,Male,565.59,0.319,0.02
0.08,62,Rat3,Male,565.59,0.319,0.02
0.0866667,57.9,Rat3,Male,565.59,0.319,0.02
0.0933333,53.9,Rat3,Male,565.59,0.319,0.02
0.1,51.8,Rat3,Male,565.59,0.319,0.02
0.106667,53.9,Rat3,Male,565.59,0.319,0.02
0.113333,51.8,Rat3,Male,565.59,0.319,0.02
0.12,46,Rat3,Male,565.59,0.319,0.02
0.126667,52.8,Rat3,Male,565.59,0.319,0.02
0.133333,46.9,Rat3,Male,565.59,0.319,0.02
0.14,48.8,Rat3,Male,565.59,0.319,0.02
0.146667,39.1,Rat3,Male,565.59,0.319,0.02
0.153333,44.9,Rat3,Male,565.59,0.319,0.02
0.16,40,Rat3,Male,565.59,0.319,0.02
0.166667,42.9,Rat3,Male,565.59,0.319,0.02
0.173333,41,Rat3,Male,565.59,0.319,0.02
0.18,39.1,Rat3,Male,565.59,0.319,0.02
0.186667,40,Rat3,Male,565.59,0.319,0.02
0.193333,38,Rat3,Male,565.59,0.319,0.02
0.2,40,Rat3,Male,565.59,0.319,0.02
0.206667,38,Rat3,Male,565.59,0.319,0.02
0.213333,41.9,Rat3,Male,565.59,0.319,0.02
0.22,37.1,Rat3,Male,565.59,0.319,0.02
0.226667,39,Rat3,Male,565.59,0.319,0.02
0.233333,33.2,Rat3,Male,565.59,0.319,0.02
0.24,34.2,Rat3,Male,565.59,0.319,0.02
0.246667,32.3,Rat3,Male,565.59,0.319,0.02
0.253333,35.1,Rat3,Male,565.59,0.319,0.02
0.26,32.3,Rat3,Male,565.59,0.319,0.02
0.266667,34.2,Rat3,Male,565.59,0.319,0.02
0.273333,36,Rat3,Male,565.59,0.319,0.02
0.28,35.1,Rat3,Male,565.59,0.319,0.02
0.286667,33.2,Rat3,Male,565.59,0.319,0.02
0.293333,38.9,Rat3,Male,565.59,0.319,0.02
0.3,38,Rat3,Male,565.59,0.319,0.02
0.306667,31.3,Rat3,Male,565.59,0.319,0.02
0.313333,31.3,Rat3,Male,565.59,0.319,0.02
0.32,34.1,Rat3,Male,565.59,0.319,0.02
0.326667,32.2,Rat3,Male,565.59,0.319,0.02
0.333333,31.2,Rat3,Male,565.59,0.319,0.02
0.34,29.4,Rat3,Male,565.59,0.319,0.02
0.346667,25.6,Rat3,Male,565.59,0.319,0.02
0.353333,30.3,Rat3,Male,565.59,0.319,0.02
0.36,28.4,Rat3,Male,565.59,0.319,0.02
0.366667,28.4,Rat3,Male,565.59,0.319,0.02
0.373333,26.5,Rat3,Male,565.59,0.319,0.02
0.38,29.3,Rat3,Male,565.59,0.319,0.02
0.386667,24.7,Rat3,Male,565.59,0.319,0.02
0.393333,30.2,Rat3,Male,565.59,0.319,0.02
0.4,30.2,Rat3,Male,565.59,0.319,0.02
0.406667,26.5,Rat3,Male,565.59,0.319,0.02
0.413333,28.4,Rat3,Male,565.59,0.319,0.02
0.42,27.4,Rat3,Male,565.59,0.319,0.02
0.426667,26.5,Rat3,Male,565.59,0.319,0.02
0.433333,27.4,Rat3,Male,565.59,0.319,0.02
0.44,27.4,Rat3,Male,565.59,0.319,0.02
0.446667,31.2,Rat3,Male,565.59,0.319,0.02
0.453333,25.5,Rat3,Male,565.59,0.319,0.02
0.46,24.6,Rat3,Male,565.59,0.319,0.02
0.466667,32.1,Rat3,Male,565.59,0.319,0.02
0.473333,29.2,Rat3,Male,565.59,0.319,0.02
0.48,24.6,Rat3,Male,565.59,0.319,0.02
0.486667,24.6,Rat3,Male,565.59,0.319,0.02
0.493333,26.4,Rat3,Male,565.59,0.319,0.02
0.5,26.4,Rat3,Male,565.59,0.319,0.02
0.506667,21.8,Rat3,Male,565.59,0.319,0.02
0.513333,23.6,Rat3,Male,565.59,0.319,0.02
0.52,23.6,Rat3,Male,565.59,0.319,0.02
0.526667,25.5,Rat3,Male,565.59,0.319,0.02
0.533333,23.6,Rat3,Male,565.59,0.319,0.02
0.54,25.4,Rat3,Male,565.59,0.319,0.02
0.546667,26.4,Rat3,Male,565.59,0.319,0.02
0.553333,25.4,Rat3,Male,565.59,0.319,0.02
0.56,24.5,Rat3,Male,565.59,0.319,0.02
0.566667,20.8,Rat3,Male,565.59,0.319,0.02
0.573333,19,Rat3,Male,565.59,0.319,0.02
0.58,23.6,Rat3,Male,565.59,0.319,0.02
0.586667,21.7,Rat3,Male,565.59,0.319,0.02
0.593333,22.6,Rat3,Male,565.59,0.319,0.02
0.6,22.6,Rat3,Male,565.59,0.319,0.02
0.606667,27.3,Rat3,Male,565.59,0.319,0.02
0.613333,23.5,Rat3,Male,565.59,0.319,0.02
0.62,22.6,Rat3,Male,565.59,0.319,0.02
0.626667,23.5,Rat3,Male,565.59,0.319,0.02
0.633333,22.6,Rat3,Male,565.59,0.319,0.02
0.64,26.3,Rat3,Male,565.59,0.319,0.02
0.646667,22.6,Rat3,Male,565.59,0.319,0.02
0.653333,23.5,Rat3,Male,565.59,0.319,0.02
0.66,19.8,Rat3,Male,565.59,0.319,0.02
0.666667,21.7,Rat3,Male,565.59,0.319,0.02
0.673333,16.2,Rat3,Male,565.59,0.319,0.02
0.68,19.8,Rat3,Male,565.59,0.319,0.02
0.686667,17,Rat3,Male,565.59,0.319,0.02
0.693333,19.8,Rat3,Male,565.59,0.319,0.02
0.7,23.5,Rat3,Male,565.59,0.319,0.02
0.706667,18.9,Rat3,Male,565.59,0.319,0.02
0.713333,21.6,Rat3,Male,565.59,0.319,0.02
0.72,21.6,Rat3,Male,565.59,0.319,0.02
0.726667,19.8,Rat3,Male,565.59,0.319,0.02
0.733333,22.5,Rat3,Male,565.59,0.319,0.02
0.74,20.7,Rat3,Male,565.59,0.319,0.02
0.746667,24.4,Rat3,Male,565.59,0.319,0.02
0.753333,18.8,Rat3,Male,565.59,0.319,0.02
0.76,21.6,Rat3,Male,565.59,0.319,0.02
0.766667,18.8,Rat3,Male,565.59,0.319,0.02
0.773333,17.9,Rat3,Male,565.59,0.319,0.02
0.78,16.1,Rat3,Male,565.59,0.319,0.02
0.786667,18.8,Rat3,Male,565.59,0.319,0.02
0.793333,18.8,Rat3,Male,565.59,0.319,0.02
0.8,16.1,Rat3,Male,565.59,0.319,0.02
0.806667,17.9,Rat3,Male,565.59,0.319,0.02
0.813333,17.9,Rat3,Male,565.59,0.319,0.02
0.82,17.9,Rat3,Male,565.59,0.319,0.02
0.826667,17,Rat3,Male,565.59,0.319,0.02
0.833333,17.9,Rat3,Male,565.59,0.319,0.02
0.84,16.9,Rat3,Male,565.59,0.319,0.02
0.846667,17.9,Rat3,Male,565.59,0.319,0.02
0.853333,16.1,Rat3,Male,565.59,0.319,0.02
0.86,20.6,Rat3,Male,565.59,0.319,0.02
0.866667,18.7,Rat3,Male,565.59,0.319,0.02
0.873333,20.6,Rat3,Male,565.59,0.319,0.02
0.88,17.9,Rat3,Male,565.59,0.319,0.02
0.886667,16,Rat3,Male,565.59,0.319,0.02
0.893333,21.5,Rat3,Male,565.59,0.319,0.02
0.9,16,Rat3,Male,565.59,0.319,0.02
0.906667,16.9,Rat3,Male,565.59,0.319,0.02
0.913333,15.1,Rat3,Male,565.59,0.319,0.02
0.92,15.9,Rat3,Male,565.59,0.319,0.02
0.926667,18.7,Rat3,Male,565.59,0.319,0.02
0.933333,19.6,Rat3,Male,565.59,0.319,0.02
0.94,13.3,Rat3,Male,565.59,0.319,0.02
0.946667,15.1,Rat3,Male,565.59,0.319,0.02
0.953333,16,Rat3,Male,565.59,0.319,0.02
0.96,14.1,Rat3,Male,565.59,0.319,0.02
0.966667,12.3,Rat3,Male,565.59,0.319,0.02
0.973333,16.9,Rat3,Male,565.59,0.319,0.02
0.98,16.9,Rat3,Male,565.59,0.319,0.02
0.986667,15,Rat3,Male,565.59,0.319,0.02
0.993333,15.9,Rat3,Male,565.59,0.319,0.02
1,16.9,Rat3,Male,565.59,0.319,0.02
1.00667,16.9,Rat3,Male,565.59,0.319,0.02
1.01333,15,Rat3,Male,565.59,0.319,0.02
1.02,14.1,Rat3,Male,565.59,0.319,0.02
1.02667,14.1,Rat3,Male,565.59,0.319,0.02
1.03333,14.1,Rat3,Male,565.59,0.319,0.02
1.04,15,Rat3,Male,565.59,0.319,0.02
1.04667,17,Rat3,Male,565.59,0.319,0.02
1.05333,17.1,Rat3,Male,565.59,0.319,0.02
1.06,15.9,Rat3,Male,565.59,0.319,0.02
1.06667,16.3,Rat3,Male,565.59,0.319,0.02
1.07333,16.9,Rat3,Male,565.59,0.319,0.02
1.08,16.5,Rat3,Male,565.59,0.319,0.02
1.08667,16.5,Rat3,Male,565.59,0.319,0.02
1.09333,14,Rat3,Male,565.59,0.319,0.02
1.1,14.5,Rat3,Male,565.59,0.319,0.02
1.10667,12.8,Rat3,Male,565.59,0.319,0.02
1.11333,18.2,Rat3,Male,565.59,0.319,0.02
1.12,18.2,Rat3,Male,565.59,0.319,0.02
1.12667,16.3,Rat3,Male,565.59,0.319,0.02
1.13333,13.5,Rat3,Male,565.59,0.319,0.02
1.14,12.2,Rat3,Male,565.59,0.319,0.02
1.14667,17.6,Rat3,Male,565.59,0.319,0.02
1.15333,17.9,Rat3,Male,565.59,0.319,0.02
1.16,13.6,Rat3,Male,565.59,0.319,0.02
1.16667,16.2,Rat3,Male,565.59,0.319,0.02
1.17333,14.7,Rat3,Male,565.59,0.319,0.02
1.18,15.3,Rat3,Male,565.59,0.319,0.02
1.18667,14.8,Rat3,Male,565.59,0.319,0.02
1.19333,15.5,Rat3,Male,565.59,0.319,0.02
1.2,15.7,Rat3,Male,565.59,0.319,0.02
1.20667,16.1,Rat3,Male,565.59,0.319,0.02
1.21333,13.3,Rat3,Male,565.59,0.319,0.02
1.22,12.5,Rat3,Male,565.59,0.319,0.02
1.22667,17.9,Rat3,Male,565.59,0.319,0.02
1.23333,11.9,Rat3,Male,565.59,0.319,0.02
1.24,14.6,Rat3,Male,565.59,0.319,0.02
1.24667,18.6,Rat3,Male,565.59,0.319,0.02
1.25333,13.2,Rat3,Male,565.59,0.319,0.02
1.26,12.1,Rat3,Male,565.59,0.319,0.02
1.26667,10.1,Rat3,Male,565.59,0.319,0.02
1.27333,16.6,Rat3,Male,565.59,0.319,0.02
1.28,13.7,Rat3,Male,565.59,0.319,0.02
1.28667,14.7,Rat3,Male,565.59,0.319,0.02
1.29333,11.3,Rat3,Male,565.59,0.319,0.02
1.3,9.16,Rat3,Male,565.59,0.319,0.02
1.30667,12.6,Rat3,Male,565.59,0.319,0.02
1.31333,11,Rat3,Male,565.59,0.319,0.02
1.32,13.7,Rat3,Male,565.59,0.319,0.02
1.32667,10.2,Rat3,Male,565.59,0.319,0.02
1.33333,10.7,Rat3,Male,565.59,0.319,0.02
1.34,12.8,Rat3,Male,565.59,0.319,0.02
1.34667,6.99,Rat3,Male,565.59,0.319,0.02
1.35333,9.83,Rat3,Male,565.59,0.319,0.02
1.36,15.7,Rat3,Male,565.59,0.319,0.02
1.36667,12.6,Rat3,Male,565.59,0.319,0.02
1.37333,13.9,Rat3,Male,565.59,0.319,0.02
1.38,9.73,Rat3,Male,565.59,0.319,0.02
1.38667,13.2,Rat3,Male,565.59,0.319,0.02
1.39333,13.1,Rat3,Male,565.59,0.319,0.02
1.4,15.1,Rat3,Male,565.59,0.319,0.02
1.40667,8.92,Rat3,Male,565.59,0.319,0.02
1.41333,7.96,Rat3,Male,565.59,0.319,0.02
1.42,15.1,Rat3,Male,565.59,0.319,0.02
1.42667,7.66,Rat3,Male,565.59,0.319,0.02
1.43333,11.9,Rat3,Male,565.59,0.319,0.02
1.44,16.1,Rat3,Male,565.59,0.319,0.02
1.44667,11.6,Rat3,Male,565.59,0.319,0.02
1.45333,12.3,Rat3,Male,565.59,0.319,0.02
1.46,8.52,Rat3,Male,565.59,0.319,0.02
1.46667,13.6,Rat3,Male,565.59,0.319,0.02
1.47333,8.95,Rat3,Male,565.59,0.319,0.02
1.48,7.79,Rat3,Male,565.59,0.319,0.02
1.48667,7.62,Rat3,Male,565.59,0.319,0.02
1.49333,10.4,Rat3,Male,565.59,0.319,0.02
1.5,7.59,Rat3,Male,565.59,0.319,0.02
1.50667,6.36,Rat3,Male,565.59,0.319,0.02
1.51333,9.55,Rat3,Male,565.59,0.319,0.02
1.52,9.29,Rat3,Male,565.59,0.319,0.02
1.52667,13.4,Rat3,Male,565.59,0.319,0.02
1.53333,5.26,Rat3,Male,565.59,0.319,0.02
1.54,8.92,Rat3,Male,565.59,0.319,0.02
1.54667,11.1,Rat3,Male,565.59,0.319,0.02
1.55333,7.75,Rat3,Male,565.59,0.319,0.02
1.56,9.52,Rat3,Male,565.59,0.319,0.02
1.56667,8.35,Rat3,Male,565.59,0.319,0.02
1.57333,12.6,Rat3,Male,565.59,0.319,0.02
1.58,7.98,Rat3,Male,565.59,0.319,0.02
1.58667,9.48,Rat3,Male,565.59,0.319,0.02
1.59333,6.98,Rat3,Male,565.59,0.319,0.02
1.6,10.2,Rat3,Male,565.59,0.319,0.02
1.60667,5.29,Rat3,Male,565.59,0.319,0.02
1.61333,8.48,Rat3,Male,565.59,0.319,0.02
1.62,7.41,Rat3,Male,565.59,0.319,0.02
1.62667,8.85,Rat3,Male,565.59,0.319,0.02
1.63333,7.31,Rat3,Male,565.59,0.319,0.02
1.64,7.58,Rat3,Male,565.59,0.319,0.02
1.64667,3.68,Rat3,Male,565.59,0.319,0.02
1.65333,6.78,Rat3,Male,565.59,0.319,0.02
1.66,9.35,Rat3,Male,565.59,0.319,0.02
1.66667,8.28,Rat3,Male,565.59,0.319,0.02
1.67333,5.36,Rat3,Male,565.59,0.319,0.02
1.68,5.09,Rat3,Male,565.59,0.319,0.02
1.68667,8.44,Rat3,Male,565.59,0.319,0.02
1.69333,3.05,Rat3,Male,565.59,0.319,0.02
1.7,6.12,Rat3,Male,565.59,0.319,0.02
1.70667,10.1,Rat3,Male,565.59,0.319,0.02
1.71333,7.54,Rat3,Male,565.59,0.319,0.02
1.72,4.17,Rat3,Male,565.59,0.319,0.02
1.72667,5.32,Rat3,Male,565.59,0.319,0.02
1.73333,6.81,Rat3,Male,565.59,0.319,0.02
1.74,3.54,Rat3,Male,565.59,0.319,0.02
1.74667,5.92,Rat3,Male,565.59,0.319,0.02
1.75333,6.98,Rat3,Male,565.59,0.319,0.02
1.76,5.12,Rat3,Male,565.59,0.319,0.02
1.76667,5.39,Rat3,Male,565.59,0.319,0.02
1.77333,8.31,Rat3,Male,565.59,0.319,0.02
1.78,4.4,Rat3,Male,565.59,0.319,0.02
1.78667,6.61,Rat3,Male,565.59,0.319,0.02
1.79333,4.4,Rat3,Male,565.59,0.319,0.02
1.8,4.4,Rat3,Male,565.59,0.319,0.02
1.80667,4.4,Rat3,Male,565.59,0.319,0.02
1.81333,4.4,Rat3,Male,565.59,0.319,0.02
1.82,8.37,Rat3,Male,565.59,0.319,0.02
1.82667,8.54,Rat3,Male,565.59,0.319,0.02
1.83333,9.52,Rat3,Male,565.59,0.319,0.02
1.84,10.3,Rat3,Male,565.59,0.319,0.02
1.84667,6.89,Rat3,Male,565.59,0.319,0.02
1.85333,7.53,Rat3,Male,565.59,0.319,0.02
1.86,6.42,Rat3,Male,565.59,0.319,0.02
1.86667,7.59,Rat3,Male,565.59,0.319,0.02
1.87333,4.64,Rat3,Male,565.59,0.319,0.02
1.88,5.45,Rat3,Male,565.59,0.319,0.02
1.88667,8.67,Rat3,Male,565.59,0.319,0.02
1.89333,0.25,Rat3,Male,565.59,0.319,0.02
1.9,6.42,Rat3,Male,565.59,0.319,0.02
1.90667,4.17,Rat3,Male,565.59,0.319,0.02
1.91333,3.01,Rat3,Male,565.59,0.319,0.02
1.92,7.29,Rat3,Male,565.59,0.319,0.02
1.92667,6.58,Rat3,Male,565.59,0.319,0.02
1.93333,4.87,Rat3,Male,565.59,0.319,0.02
1.94,2.37,Rat3,Male,565.59,0.319,0.02
1.94667,4.34,Rat3,Male,565.59,0.319,0.02
1.95333,7.73,Rat3,Male,565.59,0.319,0.02
1.96,5.04,Rat3,Male,565.59,0.319,0.02
1.96667,5.04,Rat3,Male,565.59,0.319,0.02
1.97333,5.74,Rat3,Male,565.59,0.319,0.02
1.98,8.16,Rat3,Male,565.59,0.319,0.02
1.98667,4.14,Rat3,Male,565.59,0.319,0.02
1.99333,1.28,Rat3,Male,565.59,0.319,0.02
2,5.91,Rat3,Male,565.59,0.319,0.02
2.00667,3.47,Rat3,Male,565.59,0.319,0.02
2.01333,3.94,Rat3,Male,565.59,0.319,0.02
2.02,3.14,Rat3,Male,565.59,0.319,0.02
2.02667,3.04,Rat3,Male,565.59,0.319,0.02
2.03333,3.4,Rat3,Male,565.59,0.319,0.02
2.04,4.8,Rat3,Male,565.59,0.319,0.02
2.04667,5.34,Rat3,Male,565.59,0.319,0.02
2.05333,3.57,Rat3,Male,565.59,0.319,0.02
2.06,6.58,Rat3,Male,565.59,0.319,0.02
2.06667,5.71,Rat3,Male,565.59,0.319,0.02
2.07333,5.07,Rat3,Male,565.59,0.319,0.02
2.08,4.7,Rat3,Male,565.59,0.319,0.02
2.08667,2.47,Rat3,Male,565.59,0.319,0.02
2.09333,1.04,Rat3,Male,565.59,0.319,0.02
2.1,6.04,Rat3,Male,565.59,0.319,0.02
2.10667,1.94,Rat3,Male,565.59,0.319,0.02
2.11333,5.4,Rat3,Male,565.59,0.319,0.02
2.12,-0.12,Rat3,Male,565.59,0.319,0.02
2.12667,6.38,Rat3,Male,565.59,0.319,0.02
2.13333,5.3,Rat3,Male,565.59,0.319,0.02
2.14,5.57,Rat3,Male,565.59,0.319,0.02
2.14667,3.17,Rat3,Male,565.59,0.319,0.02
2.15333,6.91,Rat3,Male,565.59,0.319,0.02
2.16,2.33,Rat3,Male,565.59,0.319,0.02
2.16667,4.77,Rat3,Male,565.59,0.319,0.02
2.173335,3.13,Rat3,Male,565.59,0.319,0.02
2.180002,2.97,Rat3,Male,565.59,0.319,0.02
2.186669,6.44,Rat3,Male,565.59,0.319,0.02
2.193336,5.1,Rat3,Male,565.59,0.319,0.02
0,3.17,Rat4,Male,565.59,0.422,0.02
