Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
1.59832,20.3,Rat4,Female,565.59,0.288,0.02
1.6059,96.4,Rat4,Female,565.59,0.288,0.02
1.61347,25.1,Rat4,Female,565.59,0.288,0.02
1.62105,7.97,Rat4,Female,565.59,0.288,0.02
1.62862,1.6,Rat4,Female,565.59,0.288,0.02
1.6362,21,Rat4,Female,565.59,0.288,0.02
1.64377,10.3,Rat4,Female,565.59,0.288,0.02
1.65135,27.1,Rat4,Female,565.59,0.288,0.02
1.65892,32.3,Rat4,Female,565.59,0.288,0.02
1.6665,39.8,Rat4,Female,565.59,0.288,0.02
1.67407,81.4,Rat4,Female,565.59,0.288,0.02
1.68165,14.6,Rat4,Female,565.59,0.288,0.02
1.68922,38.3,Rat4,Female,565.59,0.288,0.02
1.6968,28.7,Rat4,Female,565.59,0.288,0.02
1.70437,92.6,Rat4,Female,565.59,0.288,0.02
1.71195,-0.7,Rat4,Female,565.59,0.288,0.02
1.71952,24.5,Rat4,Female,565.59,0.288,0.02
1.7271,45.2,Rat4,Female,565.59,0.288,0.02
1.73467,17.8,Rat4,Female,565.59,0.288,0.02
1.74225,13.7,Rat4,Female,565.59,0.288,0.02
1.74982,30.7,Rat4,Female,565.59,0.288,0.02
1.7574,9.69,Rat4,Female,565.59,0.288,0.02
1.76497,23.9,Rat4,Female,565.59,0.288,0.02
1.77255,106,Rat4,Female,565.59,0.288,0.02
1.78012,0.34,Rat4,Female,565.59,0.288,0.02
1.7877,23,Rat4,Female,565.59,0.288,0.02
1.79527,-2.69,Rat4,Female,565.59,0.288,0.02
1.80285,39.3,Rat4,Female,565.59,0.288,0.02
1.81042,37.7,Rat4,Female,565.59,0.288,0.02
1.818,29.5,Rat4,Female,565.59,0.288,0.02
1.82557,25.2,Rat4,Female,565.59,0.288,0.02
1.83315,38.3,Rat4,Female,565.59,0.288,0.02
1.84072,97.2,Rat4,Female,565.59,0.288,0.02
1.8483,12.3,Rat4,Female,565.59,0.288,0.02
1.85587,18.2,Rat4,Female,565.59,0.288,0.02
1.86345,17.4,Rat4,Female,565.59,0.288,0.02
1.87102,6.88,Rat4,Female,565.59,0.288,0.02
1.8786,9.35,Rat4,Female,565.59,0.288,0.02
1.88617,20.5,Rat4,Female,565.59,0.288,0.02
1.89375,34.1,Rat4,Female,565.59,0.288,0.02
1.90132,31.1,Rat4,Female,565.59,0.288,0.02
1.9089,57,Rat4,Female,565.59,0.288,0.02
1.91647,-1.95,Rat4,Female,565.59,0.288,0.02
1.92405,11.4,Rat4,Female,565.59,0.288,0.02
1.93162,8.55,Rat4,Female,565.59,0.288,0.02
1.9392,9.93,Rat4,Female,565.59,0.288,0.02
1.94678,4.91,Rat4,Female,565.59,0.288,0.02
1.95435,9.07,Rat4,Female,565.59,0.288,0.02
1.96193,72.2,Rat4,Female,565.59,0.288,0.02
1.9695,8.86,Rat4,Female,565.59,0.288,0.02
1.97708,113,Rat4,Female,565.59,0.288,0.02
1.98465,37.2,Rat4,Female,565.59,0.288,0.02
1.99223,-0.07,Rat4,Female,565.59,0.288,0.02
1.9998,6.77,Rat4,Female,565.59,0.288,0.02
2.00738,30.5,Rat4,Female,565.59,0.288,0.02
2.01495,26.3,Rat4,Female,565.59,0.288,0.02
2.02252,33.6,Rat4,Female,565.59,0.288,0.02
2.0301,23.1,Rat4,Female,565.59,0.288,0.02
2.03768,6.59,Rat4,Female,565.59,0.288,0.02
2.04525,30.3,Rat4,Female,565.59,0.288,0.02
2.05282,33.7,Rat4,Female,565.59,0.288,0.02
2.0604,71.1,Rat4,Female,565.59,0.288,0.02
2.06798,29.4,Rat4,Female,565.59,0.288,0.02
2.07555,21.8,Rat4,Female,565.59,0.288,0.02
2.08312,4.07,Rat4,Female,565.59,0.288,0.02
2.0907,12.4,Rat4,Female,565.59,0.288,0.02
2.09828,68.9,Rat4,Female,565.59,0.288,0.02
2.10585,28.2,Rat4,Female,565.59,0.288,0.02
2.11342,95.4,Rat4,Female,565.59,0.288,0.02
2.121,15.8,Rat4,Female,565.59,0.288,0.02
2.12858,33.3,Rat4,Female,565.59,0.288,0.02
2.13615,64.8,Rat4,Female,565.59,0.288,0.02
2.14372,-11.5,Rat4,Female,565.59,0.288,0.02
2.1513,14.4,Rat4,Female,565.59,0.288,0.02
2.15888,41,Rat4,Female,565.59,0.288,0.02
2.16645,-2.28,Rat4,Female,565.59,0.288,0.02
2.17402,-5.54,Rat4,Female,565.59,0.288,0.02
2.1816,12.4,Rat4,Female,565.59,0.288,0.02
2.18918,11.8,Rat4,Female,565.59,0.288,0.02
2.19675,6.91,Rat4,Female,565.59,0.288,0.02
2.20432,67.1,Rat4,Female,565.59,0.288,0.02
2.2119,7.22,Rat4,Female,565.59,0.288,0.02
2.21948,110,Rat4,Female,565.59,0.288,0.02
2.22705,3.86,Rat4,Female,565.59,0.288,0.02
2.23462,15.3,Rat4,Female,565.59,0.288,0.02
2.2422,-5.6,Rat4,Female,565.59,0.288,0.02
2.24978,15.9,Rat4,Female,565.59,0.288,0.02
2.25735,1.73,Rat4,Female,565.59,0.288,0.02
2.26492,54.9,Rat4,Female,565.59,0.288,0.02
2.2725,26.2,Rat4,Female,565.59,0.288,0.02
2.28008,2.4,Rat4,Female,565.59,0.288,0.02
2.28765,-7.94,Rat4,Female,565.59,0.288,0.02
2.29522,-9.67,Rat4,Female,565.59,0.288,0.02
2.3028,16.6,Rat4,Female,565.59,0.288,0.02
2.31038,73.3,Rat4,Female,565.59,0.288,0.02
2.31795,27,Rat4,Female,565.59,0.288,0.02
2.32552,21.7,Rat4,Female,565.59,0.288,0.02
2.3331,9.18,Rat4,Female,565.59,0.288,0.02
2.34068,36.6,Rat4,Female,565.59,0.288,0.02
2.34825,27.7,Rat4,Female,565.59,0.288,0.02
2.35582,19.8,Rat4,Female,565.59,0.288,0.02
2.3634,24.2,Rat4,Female,565.59,0.288,0.02
2.37098,29.5,Rat4,Female,565.59,0.288,0.02
2.37855,24.1,Rat4,Female,565.59,0.288,0.02
2.38612,30.3,Rat4,Female,565.59,0.288,0.02
2.3937,27.4,Rat4,Female,565.59,0.288,0.02
2.40128,23.4,Rat4,Female,565.59,0.288,0.02
2.40885,45.3,Rat4,Female,565.59,0.288,0.02
2.41642,20.4,Rat4,Female,565.59,0.288,0.02
2.424,95.8,Rat4,Female,565.59,0.288,0.02
2.43158,31.8,Rat4,Female,565.59,0.288,0.02
2.43915,39.9,Rat4,Female,565.59,0.288,0.02
2.44672,68.2,Rat4,Female,565.59,0.288,0.02
2.4543,63.7,Rat4,Female,565.59,0.288,0.02
2.46188,33.6,Rat4,Female,565.59,0.288,0.02
2.46945,42,Rat4,Female,565.59,0.288,0.02
2.47702,15.1,Rat4,Female,565.59,0.288,0.02
2.4846,36,Rat4,Female,565.59,0.288,0.02
2.49218,53.2,Rat4,Female,565.59,0.288,0.02
2.49975,83,Rat4,Female,565.59,0.288,0.02
2.50732,43.1,Rat4,Female,565.59,0.288,0.02
2.5149,33.7,Rat4,Female,565.59,0.288,0.02
2.52248,27.3,Rat4,Female,565.59,0.288,0.02
2.53005,24.7,Rat4,Female,565.59,0.288,0.02
2.53763,26.5,Rat4,Female,565.59,0.288,0.02
2.5452,22.1,Rat4,Female,565.59,0.288,0.02
2.55278,38.5,Rat4,Female,565.59,0.288,0.02
2.56035,24.1,Rat4,Female,565.59,0.288,0.02
2.56793,51,Rat4,Female,565.59,0.288,0.02
2.5755,31.8,Rat4,Female,565.59,0.288,0.02
2.58308,36.2,Rat4,Female,565.59,0.288,0.02
2.59065,49.6,Rat4,Female,565.59,0.288,0.02
2.59823,23.6,Rat4,Female,565.59,0.288,0.02
2.6058,44.3,Rat4,Female,565.59,0.288,0.02
2.61338,35.6,Rat4,Female,565.59,0.288,0.02
2.62095,23.7,Rat4,Female,565.59,0.288,0.02
2.62853,38.2,Rat4,Female,565.59,0.288,0.02
2.6361,22.6,Rat4,Female,565.59,0.288,0.02
2.64367,43.3,Rat4,Female,565.59,0.288,0.02
2.65125,100,Rat4,Female,565.59,0.288,0.02
2.65883,38.8,Rat4,Female,565.59,0.288,0.02
2.6664,83.2,Rat4,Female,565.59,0.288,0.02
2.67397,78.2,Rat4,Female,565.59,0.288,0.02
2.68155,47.7,Rat4,Female,565.59,0.288,0.02
2.68913,65.9,Rat4,Female,565.59,0.288,0.02
2.6967,41.1,Rat4,Female,565.59,0.288,0.02
2.70427,32.5,Rat4,Female,565.59,0.288,0.02
2.71185,30.8,Rat4,Female,565.59,0.288,0.02
2.71943,19.3,Rat4,Female,565.59,0.288,0.02
2.727,34,Rat4,Female,565.59,0.288,0.02
2.73457,24.4,Rat4,Female,565.59,0.288,0.02
2.74215,14.4,Rat4,Female,565.59,0.288,0.02
2.74973,33.4,Rat4,Female,565.59,0.288,0.02
2.7573,20.5,Rat4,Female,565.59,0.288,0.02
2.76487,36.4,Rat4,Female,565.59,0.288,0.02
2.77245,22.3,Rat4,Female,565.59,0.288,0.02
2.78003,27.6,Rat4,Female,565.59,0.288,0.02
2.7876,29.7,Rat4,Female,565.59,0.288,0.02
2.79517,28.9,Rat4,Female,565.59,0.288,0.02
2.80275,19.8,Rat4,Female,565.59,0.288,0.02
2.81033,2.13,Rat4,Female,565.59,0.288,0.02
2.8179,21.1,Rat4,Female,565.59,0.288,0.02
2.82547,17.5,Rat4,Female,565.59,0.288,0.02
2.83305,8.17,Rat4,Female,565.59,0.288,0.02
2.84063,13,Rat4,Female,565.59,0.288,0.02
2.8482,35.8,Rat4,Female,565.59,0.288,0.02
2.85577,34.9,Rat4,Female,565.59,0.288,0.02
2.86335,10.7,Rat4,Female,565.59,0.288,0.02
2.87093,8.61,Rat4,Female,565.59,0.288,0.02
2.8785,35.6,Rat4,Female,565.59,0.288,0.02
2.88607,19.7,Rat4,Female,565.59,0.288,0.02
2.89365,28.8,Rat4,Female,565.59,0.288,0.02
2.90123,29.6,Rat4,Female,565.59,0.288,0.02
2.9088,26.7,Rat4,Female,565.59,0.288,0.02
2.91638,18.4,Rat4,Female,565.59,0.288,0.02
2.92395,29,Rat4,Female,565.59,0.288,0.02
2.93153,43,Rat4,Female,565.59,0.288,0.02
2.9391,47.7,Rat4,Female,565.59,0.288,0.02
2.94668,14.3,Rat4,Female,565.59,0.288,0.02
2.95425,8.92,Rat4,Female,565.59,0.288,0.02
2.96182,44.9,Rat4,Female,565.59,0.288,0.02
2.9694,22.3,Rat4,Female,565.59,0.288,0.02
2.97698,17.5,Rat4,Female,565.59,0.288,0.02
2.98455,23.7,Rat4,Female,565.59,0.288,0.02
2.99212,15.6,Rat4,Female,565.59,0.288,0.02
2.9997,12.8,Rat4,Female,565.59,0.288,0.02
3.00727,32.1,Rat4,Female,565.59,0.288,0.02
3.01485,21.6,Rat4,Female,565.59,0.288,0.02
3.02242,17.9,Rat4,Female,565.59,0.288,0.02
3.03,12.1,Rat4,Female,565.59,0.288,0.02
3.03757,-0.68,Rat4,Female,565.59,0.288,0.02
3.04515,-0.31,Rat4,Female,565.59,0.288,0.02
3.05272,25.8,Rat4,Female,565.59,0.288,0.02
3.0603,18.6,Rat4,Female,565.59,0.288,0.02
3.06787,8.51,Rat4,Female,565.59,0.288,0.02
3.07545,16.5,Rat4,Female,565.59,0.288,0.02
3.08302,31.8,Rat4,Female,565.59,0.288,0.02
3.0906,7.97,Rat4,Female,565.59,0.288,0.02
3.09817,5.86,Rat4,Female,565.59,0.288,0.02
3.10575,4.83,Rat4,Female,565.59,0.288,0.02
3.11332,8.22,Rat4,Female,565.59,0.288,0.02
3.1209,17.3,Rat4,Female,565.59,0.288,0.02
3.12847,14.6,Rat4,Female,565.59,0.288,0.02
3.13605,1.45,Rat4,Female,565.59,0.288,0.02
3.14362,-5.66,Rat4,Female,565.59,0.288,0.02
3.1512,1.37,Rat4,Female,565.59,0.288,0.02
3.15877,-9.65,Rat4,Female,565.59,0.288,0.02
3.16635,24.5,Rat4,Female,565.59,0.288,0.02
3.17392,2.46,Rat4,Female,565.59,0.288,0.02
3.1815,-20.6,Rat4,Female,565.59,0.288,0.02
3.18907,18.5,Rat4,Female,565.59,0.288,0.02
3.19665,-7.86,Rat4,Female,565.59,0.288,0.02
3.20422,8.63,Rat4,Female,565.59,0.288,0.02
3.2118,16.2,Rat4,Female,565.59,0.288,0.02
3.21937,6.82,Rat4,Female,565.59,0.288,0.02
3.22695,-2.71,Rat4,Female,565.59,0.288,0.02
3.23452,12.2,Rat4,Female,565.59,0.288,0.02
3.2421,-11.1,Rat4,Female,565.59,0.288,0.02
3.24967,-2.62,Rat4,Female,565.59,0.288,0.02
3.25725,-4.94,Rat4,Female,565.59,0.288,0.02
3.26482,-1.38,Rat4,Female,565.59,0.288,0.02
3.2724,-11.1,Rat4,Female,565.59,0.288,0.02
3.27997,6.98,Rat4,Female,565.59,0.288,0.02
3.28755,26.2,Rat4,Female,565.59,0.288,0.02
3.29512,-6.06,Rat4,Female,565.59,0.288,0.02
3.3027,-15,Rat4,Female,565.59,0.288,0.02
3.31027,7.21,Rat4,Female,565.59,0.288,0.02
3.31785,-23.3,Rat4,Female,565.59,0.288,0.02
3.32543,29.9,Rat4,Female,565.59,0.288,0.02
3.333,0.96,Rat4,Female,565.59,0.288,0.02
3.34057,-7.26,Rat4,Female,565.59,0.288,0.02
3.34815,6.89,Rat4,Female,565.59,0.288,0.02
3.35573,-4.58,Rat4,Female,565.59,0.288,0.02
3.3633,-0.81,Rat4,Female,565.59,0.288,0.02
3.37087,-12.2,Rat4,Female,565.59,0.288,0.02
3.37845,-5.68,Rat4,Female,565.59,0.288,0.02
3.38603,14.8,Rat4,Female,565.59,0.288,0.02
3.3936,-2.83,Rat4,Female,565.59,0.288,0.02
3.40117,-0.22,Rat4,Female,565.59,0.288,0.02
3.40875,12.3,Rat4,Female,565.59,0.288,0.02
3.41633,14.3,Rat4,Female,565.59,0.288,0.02
3.4239,12.1,Rat4,Female,565.59,0.288,0.02
3.43147,-13,Rat4,Female,565.59,0.288,0.02
3.43905,-9.91,Rat4,Female,565.59,0.288,0.02
3.44663,8.09,Rat4,Female,565.59,0.288,0.02
3.4542,1.6,Rat4,Female,565.59,0.288,0.02
3.46177,4.47,Rat4,Female,565.59,0.288,0.02
3.46935,-16.5,Rat4,Female,565.59,0.288,0.02
3.47693,-15.5,Rat4,Female,565.59,0.288,0.02
3.4845,-0.89,Rat4,Female,565.59,0.288,0.02
3.49207,3.9,Rat4,Female,565.59,0.288,0.02
3.49965,-19.9,Rat4,Female,565.59,0.288,0.02
3.50723,-26.5,Rat4,Female,565.59,0.288,0.02
3.5148,6.36,Rat4,Female,565.59,0.288,0.02
3.52237,-17.3,Rat4,Female,565.59,0.288,0.02
3.52995,-7.03,Rat4,Female,565.59,0.288,0.02
3.53753,1.04,Rat4,Female,565.59,0.288,0.02
3.5451,28.8,Rat4,Female,565.59,0.288,0.02
3.55267,-14,Rat4,Female,565.59,0.288,0.02
3.56025,-10.8,Rat4,Female,565.59,0.288,0.02
3.56783,-9.43,Rat4,Female,565.59,0.288,0.02
3.5754,9.25,Rat4,Female,565.59,0.288,0.02
3.58297,-0.75,Rat4,Female,565.59,0.288,0.02
3.59055,-11.8,Rat4,Female,565.59,0.288,0.02
3.59813,-5.66,Rat4,Female,565.59,0.288,0.02
3.6057,-1.97,Rat4,Female,565.59,0.288,0.02
3.61327,6.89,Rat4,Female,565.59,0.288,0.02
3.62085,-2.87,Rat4,Female,565.59,0.288,0.02
3.62843,5.28,Rat4,Female,565.59,0.288,0.02
3.636,4.99,Rat4,Female,565.59,0.288,0.02
3.64357,-10.1,Rat4,Female,565.59,0.288,0.02
3.65115,-28.9,Rat4,Female,565.59,0.288,0.02
3.65873,-15.4,Rat4,Female,565.59,0.288,0.02
3.6663,-6.82,Rat4,Female,565.59,0.288,0.02
3.67387,-26.5,Rat4,Female,565.59,0.288,0.02
3.68145,-7.96,Rat4,Female,565.59,0.288,0.02
3.68902,-18.5,Rat4,Female,565.59,0.288,0.02
3.6966,-23.8,Rat4,Female,565.59,0.288,0.02
3.70418,-9.28,Rat4,Female,565.59,0.288,0.02
3.71175,-28.6,Rat4,Female,565.59,0.288,0.02
3.71932,-16.8,Rat4,Female,565.59,0.288,0.02
3.7269,-9.65,Rat4,Female,565.59,0.288,0.02
3.73448,4.83,Rat4,Female,565.59,0.288,0.02
3.74205,-32.2,Rat4,Female,565.59,0.288,0.02
3.74962,-22.1,Rat4,Female,565.59,0.288,0.02
3.7572,-13,Rat4,Female,565.59,0.288,0.02
3.76478,4.26,Rat4,Female,565.59,0.288,0.02
3.77235,7.11,Rat4,Female,565.59,0.288,0.02
3.77992,-24.1,Rat4,Female,565.59,0.288,0.02
3.7875,-24.8,Rat4,Female,565.59,0.288,0.02
3.79508,-11.7,Rat4,Female,565.59,0.288,0.02
3.80265,-21.9,Rat4,Female,565.59,0.288,0.02
3.81022,-14,Rat4,Female,565.59,0.288,0.02
3.8178,-14.7,Rat4,Female,565.59,0.288,0.02
3.82538,-39.7,Rat4,Female,565.59,0.288,0.02
3.83295,-5.21,Rat4,Female,565.59,0.288,0.02
3.84052,-31.4,Rat4,Female,565.59,0.288,0.02
3.8481,-28.7,Rat4,Female,565.59,0.288,0.02
3.85568,-32.6,Rat4,Female,565.59,0.288,0.02
3.86325,-21.9,Rat4,Female,565.59,0.288,0.02
3.87082,0.33,Rat4,Female,565.59,0.288,0.02
3.8784,-6.42,Rat4,Female,565.59,0.288,0.02
3.88598,-21.1,Rat4,Female,565.59,0.288,0.02
3.89355,19.4,Rat4,Female,565.59,0.288,0.02
3.90112,-40.4,Rat4,Female,565.59,0.288,0.02
3.9087,-16.7,Rat4,Female,565.59,0.288,0.02
3.91628,-27.9,Rat4,Female,565.59,0.288,0.02
3.92385,-19.8,Rat4,Female,565.59,0.288,0.02
3.93142,-29,Rat4,Female,565.59,0.288,0.02
3.939,-20.2,Rat4,Female,565.59,0.288,0.02
3.94658,-18.6,Rat4,Female,565.59,0.288,0.02
3.95415,-23.1,Rat4,Female,565.59,0.288,0.02
3.96172,-25.1,Rat4,Female,565.59,0.288,0.02
3.9693,-9.98,Rat4,Female,565.59,0.288,0.02
3.97688,-18.6,Rat4,Female,565.59,0.288,0.02
3.98445,-29.9,Rat4,Female,565.59,0.288,0.02
3.99202,-21.4,Rat4,Female,565.59,0.288,0.02
3.9996,-15.9,Rat4,Female,565.59,0.288,0.02
4.00718,-24.9,Rat4,Female,565.59,0.288,0.02
4.014751364,-37.1,Rat4,Female,565.59,0.288,0.02
4.022326573,-7.54,Rat4,Female,565.59,0.288,0.02
4.029901783,-47.3,Rat4,Female,565.59,0.288,0.02
4.037476993,-35,Rat4,Female,565.59,0.288,0.02
4.045052203,-35.3,Rat4,Female,565.59,0.288,0.02
4.052627413,-26.5,Rat4,Female,565.59,0.288,0.02
4.060202622,-26.8,Rat4,Female,565.59,0.288,0.02
4.067777832,-31,Rat4,Female,565.59,0.288,0.02
4.075353042,-46.2,Rat4,Female,565.59,0.288,0.02
4.082928252,-27.1,Rat4,Female,565.59,0.288,0.02
0,27.9,Rat5,Female,565.59,0.29,0.02
0.00512778,20,Rat5,Female,565.59,0.29,0.02
0.0102556,15.1,Rat5,Female,565.59,0.29,0.02
0.0153833,59.9,Rat5,Female,565.59,0.29,0.02
0.0205111,72.4,Rat5,Female,565.59,0.29,0.02
0.0256389,139,Rat5,Female,565.59,0.29,0.02
0.0307667,195,Rat5,Female,565.59,0.29,0.02
0.0358944,201,Rat5,Female,565.59,0.29,0.02
0.0410222,132,Rat5,Female,565.59,0.29,0.02
0.04615,150,Rat5,Female,565.59,0.29,0.02
0.0512778,161,Rat5,Female,565.59,0.29,0.02
0.0564056,107,Rat5,Female,565.59,0.29,0.02
0.0615333,117,Rat5,Female,565.59,0.29,0.02
0.0666611,122,Rat5,Female,565.59,0.29,0.02
0.0717889,120,Rat5,Female,565.59,0.29,0.02
0.0769167,97.8,Rat5,Female,565.59,0.29,0.02
0.0820444,91.9,Rat5,Female,565.59,0.29,0.02
0.0871722,107,Rat5,Female,565.59,0.29,0.02
0.0923,59.3,Rat5,Female,565.59,0.29,0.02
0.0974278,73.6,Rat5,Female,565.59,0.29,0.02
0.102556,49.7,Rat5,Female,565.59,0.29,0.02
0.107683,74.5,Rat5,Female,565.59,0.29,0.02
0.112811,122,Rat5,Female,565.59,0.29,0.02
0.117939,78.2,Rat5,Female,565.59,0.29,0.02
0.123067,58.2,Rat5,Female,565.59,0.29,0.02
0.128194,143,Rat5,Female,565.59,0.29,0.02
0.133322,92.3,Rat5,Female,565.59,0.29,0.02
0.13845,112,Rat5,Female,565.59,0.29,0.02
0.143578,33.1,Rat5,Female,565.59,0.29,0.02
0.148706,114,Rat5,Female,565.59,0.29,0.02
0.153833,32.2,Rat5,Female,565.59,0.29,0.02
0.158961,45.4,Rat5,Female,565.59,0.29,0.02
0.164089,59.6,Rat5,Female,565.59,0.29,0.02
0.169217,37.2,Rat5,Female,565.59,0.29,0.02
0.174344,51.1,Rat5,Female,565.59,0.29,0.02
0.179472,58.8,Rat5,Female,565.59,0.29,0.02
0.1846,54,Rat5,Female,565.59,0.29,0.02
0.189728,76.6,Rat5,Female,565.59,0.29,0.02
0.194856,84.2,Rat5,Female,565.59,0.29,0.02
0.199983,102,Rat5,Female,565.59,0.29,0.02
0.205111,52,Rat5,Female,565.59,0.29,0.02
0.210239,35.5,Rat5,Female,565.59,0.29,0.02
0.215367,120,Rat5,Female,565.59,0.29,0.02
0.220494,9.21,Rat5,Female,565.59,0.29,0.02
0.225622,37.2,Rat5,Female,565.59,0.29,0.02
0.23075,20.4,Rat5,Female,565.59,0.29,0.02
0.235878,79.2,Rat5,Female,565.59,0.29,0.02
0.241006,52.3,Rat5,Female,565.59,0.29,0.02
0.246133,67.9,Rat5,Female,565.59,0.29,0.02
0.251261,67.1,Rat5,Female,565.59,0.29,0.02
0.256389,55,Rat5,Female,565.59,0.29,0.02
0.261517,61.6,Rat5,Female,565.59,0.29,0.02
0.266644,65.2,Rat5,Female,565.59,0.29,0.02
0.271772,89.6,Rat5,Female,565.59,0.29,0.02
0.2769,79.4,Rat5,Female,565.59,0.29,0.02
0.282028,81.7,Rat5,Female,565.59,0.29,0.02
0.287156,82.4,Rat5,Female,565.59,0.29,0.02
0.292283,49.5,Rat5,Female,565.59,0.29,0.02
0.297411,98.2,Rat5,Female,565.59,0.29,0.02
0.302539,92,Rat5,Female,565.59,0.29,0.02
0.307667,37.1,Rat5,Female,565.59,0.29,0.02
0.312794,34.6,Rat5,Female,565.59,0.29,0.02
0.317922,108,Rat5,Female,565.59,0.29,0.02
0.32305,38.8,Rat5,Female,565.59,0.29,0.02
0.328178,42.8,Rat5,Female,565.59,0.29,0.02
0.333306,86.6,Rat5,Female,565.59,0.29,0.02
0.338433,44.2,Rat5,Female,565.59,0.29,0.02
0.343561,52,Rat5,Female,565.59,0.29,0.02
0.348689,66.2,Rat5,Female,565.59,0.29,0.02
0.353817,65.5,Rat5,Female,565.59,0.29,0.02
0.358944,48,Rat5,Female,565.59,0.29,0.02
0.364072,66.4,Rat5,Female,565.59,0.29,0.02
0.3692,61.8,Rat5,Female,565.59,0.29,0.02
0.374328,36.5,Rat5,Female,565.59,0.29,0.02
0.379456,67.6,Rat5,Female,565.59,0.29,0.02
0.384583,90.4,Rat5,Female,565.59,0.29,0.02
0.389711,30.5,Rat5,Female,565.59,0.29,0.02
0.394839,59.8,Rat5,Female,565.59,0.29,0.02
0.399967,95.3,Rat5,Female,565.59,0.29,0.02
0.405094,33.5,Rat5,Female,565.59,0.29,0.02
0.410222,39.2,Rat5,Female,565.59,0.29,0.02
0.41535,47.6,Rat5,Female,565.59,0.29,0.02
0.420478,37.5,Rat5,Female,565.59,0.29,0.02
0.425606,49.6,Rat5,Female,565.59,0.29,0.02
0.430733,91,Rat5,Female,565.59,0.29,0.02
0.435861,40.5,Rat5,Female,565.59,0.29,0.02
0.440989,48.1,Rat5,Female,565.59,0.29,0.02
0.446117,62.3,Rat5,Female,565.59,0.29,0.02
0.451244,63,Rat5,Female,565.59,0.29,0.02
0.456372,79.1,Rat5,Female,565.59,0.29,0.02
0.4615,48.2,Rat5,Female,565.59,0.29,0.02
0.466628,69,Rat5,Female,565.59,0.29,0.02
0.471756,69.2,Rat5,Female,565.59,0.29,0.02
0.476883,36.9,Rat5,Female,565.59,0.29,0.02
0.482011,39.8,Rat5,Female,565.59,0.29,0.02
0.487139,40.9,Rat5,Female,565.59,0.29,0.02
0.492267,108,Rat5,Female,565.59,0.29,0.02
0.497394,62,Rat5,Female,565.59,0.29,0.02
0.502522,91.7,Rat5,Female,565.59,0.29,0.02
0.50765,51,Rat5,Female,565.59,0.29,0.02
0.512778,46.7,Rat5,Female,565.59,0.29,0.02
0.517906,43.9,Rat5,Female,565.59,0.29,0.02
0.523033,60,Rat5,Female,565.59,0.29,0.02
0.528161,26.6,Rat5,Female,565.59,0.29,0.02
0.533289,49.6,Rat5,Female,565.59,0.29,0.02
0.538417,66.4,Rat5,Female,565.59,0.29,0.02
0.543544,55.1,Rat5,Female,565.59,0.29,0.02
0.548672,57.2,Rat5,Female,565.59,0.29,0.02
0.5538,70.9,Rat5,Female,565.59,0.29,0.02
0.558928,74.4,Rat5,Female,565.59,0.29,0.02
0.564056,43.7,Rat5,Female,565.59,0.29,0.02
0.569183,99.3,Rat5,Female,565.59,0.29,0.02
0.574311,86.2,Rat5,Female,565.59,0.29,0.02
0.579439,55.1,Rat5,Female,565.59,0.29,0.02
0.584567,31.8,Rat5,Female,565.59,0.29,0.02
0.589694,51.6,Rat5,Female,565.59,0.29,0.02
0.594822,64.1,Rat5,Female,565.59,0.29,0.02
0.59995,59.8,Rat5,Female,565.59,0.29,0.02
0.605078,68.3,Rat5,Female,565.59,0.29,0.02
0.610206,81.7,Rat5,Female,565.59,0.29,0.02
0.615333,57,Rat5,Female,565.59,0.29,0.02
0.620461,72.4,Rat5,Female,565.59,0.29,0.02
0.625589,48.7,Rat5,Female,565.59,0.29,0.02
0.630717,56.5,Rat5,Female,565.59,0.29,0.02
0.635844,64.9,Rat5,Female,565.59,0.29,0.02
0.640972,90.9,Rat5,Female,565.59,0.29,0.02
0.6461,87.8,Rat5,Female,565.59,0.29,0.02
0.651228,61.6,Rat5,Female,565.59,0.29,0.02
0.656356,85.9,Rat5,Female,565.59,0.29,0.02
0.661483,80,Rat5,Female,565.59,0.29,0.02
0.666611,72.8,Rat5,Female,565.59,0.29,0.02
0.671739,62.6,Rat5,Female,565.59,0.29,0.02
0.676867,63.8,Rat5,Female,565.59,0.29,0.02
0.681994,46.1,Rat5,Female,565.59,0.29,0.02
0.687122,80.8,Rat5,Female,565.59,0.29,0.02
0.69225,60.2,Rat5,Female,565.59,0.29,0.02
0.697378,76.2,Rat5,Female,565.59,0.29,0.02
0,1.85,Rat1,Male,565.59,0.43,0.02
0.00740556,3.58,Rat1,Male,565.59,0.43,0.02
0.0148111,1.85,Rat1,Male,565.59,0.43,0.02
0.0222167,1,Rat1,Male,565.59,0.43,0.02
0.0296222,4.45,Rat1,Male,565.59,0.43,0.02
0.0370278,31.3,Rat1,Male,565.59,0.43,0.02
0.0444333,112,Rat1,Male,565.59,0.43,0.02
0.0518389,120,Rat1,Male,565.59,0.43,0.02
0.0592444,108,Rat1,Male,565.59,0.43,0.02
0.06665,92.3,Rat1,Male,565.59,0.43,0.02
0.0740556,75.3,Rat1,Male,565.59,0.43,0.02
0.0814611,68.3,Rat1,Male,565.59,0.43,0.02
0.0888667,66.1,Rat1,Male,565.59,0.43,0.02
0.0962722,63.8,Rat1,Male,565.59,0.43,0.02
